"","title","type","text"
"14018","A Midsummer Night's Dream","Comedy","Without the peril of the Athenian law."
"14019","A Midsummer Night's Dream","Comedy",""
"14020","A Midsummer Night's Dream","Comedy","EGEUS"
"14021","A Midsummer Night's Dream","Comedy","Enough, enough, my lord; you have enough;"
"14022","A Midsummer Night's Dream","Comedy","I beg the law, the law upon his head.--"
"14023","A Midsummer Night's Dream","Comedy","They would have stol'n away, they would, Demetrius,"
"14024","A Midsummer Night's Dream","Comedy","Thereby to have defeated you and me:"
"14025","A Midsummer Night's Dream","Comedy","You of your wife, and me of my consent,--"
"14026","A Midsummer Night's Dream","Comedy","Of my consent that she should be your wife."
"14027","A Midsummer Night's Dream","Comedy",""
"14028","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14029","A Midsummer Night's Dream","Comedy","My lord, fair Helen told me of their stealth,"
"14030","A Midsummer Night's Dream","Comedy","Of this their purpose hither to this wood;"
"14031","A Midsummer Night's Dream","Comedy","And I in fury hither follow'd them,"
"14032","A Midsummer Night's Dream","Comedy","Fair Helena in fancy following me."
"14033","A Midsummer Night's Dream","Comedy","But, my good lord, I wot not by what power,--"
"14034","A Midsummer Night's Dream","Comedy","But by some power it is,--my love to Hermia,"
"14035","A Midsummer Night's Dream","Comedy","Melted as the snow--seems to me now"
"14036","A Midsummer Night's Dream","Comedy","As the remembrance of an idle gawd"
"14037","A Midsummer Night's Dream","Comedy","Which in my childhood I did dote upon:"
"14038","A Midsummer Night's Dream","Comedy","And all the faith, the virtue of my heart,"
"14039","A Midsummer Night's Dream","Comedy","The object and the pleasure of mine eye,"
"14040","A Midsummer Night's Dream","Comedy","Is only Helena. To her, my lord,"
"14041","A Midsummer Night's Dream","Comedy","Was I betroth'd ere I saw Hermia:"
"14042","A Midsummer Night's Dream","Comedy","But, like a sickness, did I loathe this food;"
"14043","A Midsummer Night's Dream","Comedy","But, as in health, come to my natural taste,"
"14044","A Midsummer Night's Dream","Comedy","Now I do wish it, love it, long for it,"
"14045","A Midsummer Night's Dream","Comedy","And will for evermore be true to it."
"14046","A Midsummer Night's Dream","Comedy",""
"14047","A Midsummer Night's Dream","Comedy","THESEUS"
"14048","A Midsummer Night's Dream","Comedy","Fair lovers, you are fortunately met:"
"14049","A Midsummer Night's Dream","Comedy","Of this discourse we more will hear anon.--"
"14050","A Midsummer Night's Dream","Comedy","Egeus, I will overbear your will;"
"14051","A Midsummer Night's Dream","Comedy","For in the temple, by and by with us,"
"14052","A Midsummer Night's Dream","Comedy","These couples shall eternally be knit."
"14053","A Midsummer Night's Dream","Comedy","And, for the morning now is something worn,"
"14054","A Midsummer Night's Dream","Comedy","Our purpos'd hunting shall be set aside.--"
"14055","A Midsummer Night's Dream","Comedy","Away with us to Athens, three and three,"
"14056","A Midsummer Night's Dream","Comedy","We'll hold a feast in great solemnity.--"
"14057","A Midsummer Night's Dream","Comedy","Come, Hippolyta."
"14058","A Midsummer Night's Dream","Comedy",""
"14059","A Midsummer Night's Dream","Comedy","[Exeunt THESEUS, HIPPOLYTA, EGEUS, and Train.]"
"14060","A Midsummer Night's Dream","Comedy",""
"14061","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14062","A Midsummer Night's Dream","Comedy","These things seem small and undistinguishable,"
"14063","A Midsummer Night's Dream","Comedy","Like far-off mountains turned into clouds."
"14064","A Midsummer Night's Dream","Comedy",""
"14065","A Midsummer Night's Dream","Comedy","HERMIA"
"14066","A Midsummer Night's Dream","Comedy","Methinks I see these things with parted eye,"
"14067","A Midsummer Night's Dream","Comedy","When every thing seems double."
"14068","A Midsummer Night's Dream","Comedy",""
"14069","A Midsummer Night's Dream","Comedy","HELENA"
"14070","A Midsummer Night's Dream","Comedy","                               So methinks:"
"14071","A Midsummer Night's Dream","Comedy","And I have found Demetrius like a jewel."
"14072","A Midsummer Night's Dream","Comedy","Mine own, and not mine own."
"14073","A Midsummer Night's Dream","Comedy",""
"14074","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14075","A Midsummer Night's Dream","Comedy","                            It seems to me"
"14076","A Midsummer Night's Dream","Comedy","That yet we sleep, we dream.--Do not you think"
"14077","A Midsummer Night's Dream","Comedy","The duke was here, and bid us follow him?"
"14078","A Midsummer Night's Dream","Comedy",""
"14079","A Midsummer Night's Dream","Comedy","HERMIA"
"14080","A Midsummer Night's Dream","Comedy","Yea, and my father."
"14081","A Midsummer Night's Dream","Comedy",""
"14082","A Midsummer Night's Dream","Comedy","HELENA"
"14083","A Midsummer Night's Dream","Comedy","                    And Hippolyta."
"14084","A Midsummer Night's Dream","Comedy",""
"14085","A Midsummer Night's Dream","Comedy","LYSANDER"
"14086","A Midsummer Night's Dream","Comedy","And he did bid us follow to the temple."
"14087","A Midsummer Night's Dream","Comedy",""
"14088","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14089","A Midsummer Night's Dream","Comedy","Why, then, we are awake: let's follow him;"
"14090","A Midsummer Night's Dream","Comedy","And by the way let us recount our dreams."
"14091","A Midsummer Night's Dream","Comedy",""
"14092","A Midsummer Night's Dream","Comedy","[Exeunt.]"
"14093","A Midsummer Night's Dream","Comedy",""
"14094","A Midsummer Night's Dream","Comedy","[As they go out, BOTTOM awakes.]"
"14095","A Midsummer Night's Dream","Comedy",""
"14096","A Midsummer Night's Dream","Comedy","BOTTOM"
"14097","A Midsummer Night's Dream","Comedy","When my cue comes, call me, and I will answer. My next is 'Most"
"14098","A Midsummer Night's Dream","Comedy","fair Pyramus.'--Heigh-ho!--Peter Quince! Flute, the"
"14099","A Midsummer Night's Dream","Comedy","bellows-mender! Snout, the tinker! Starveling! God's my life,"
"14100","A Midsummer Night's Dream","Comedy","stol'n hence, and left me asleep! I have had a most rare"
"14101","A Midsummer Night's Dream","Comedy","vision. I have had a dream--past the wit of man to say"
"14102","A Midsummer Night's Dream","Comedy","what dream it was.--Man is but an ass if he go about"
"14103","A Midsummer Night's Dream","Comedy","to expound this dream. Methought I was--there is no man can tell"
"14104","A Midsummer Night's Dream","Comedy","what. Methought I was, and methought I had,--but man is but a"
"14105","A Midsummer Night's Dream","Comedy","patched fool, if he will offer to say what methought I had. The"
"14106","A Midsummer Night's Dream","Comedy","eye of man hath not heard, the ear of man hath not seen; man's"
"14107","A Midsummer Night's Dream","Comedy","hand is not able to taste, his tongue to conceive, nor his heart"
"14108","A Midsummer Night's Dream","Comedy","to report, what my dream was. I will get Peter Quince to write a"
"14109","A Midsummer Night's Dream","Comedy","ballad of this dream: it shall be called Bottom's Dream, because"
"14110","A Midsummer Night's Dream","Comedy","it hath no bottom; and I will sing it in the latter end of a"
"14111","A Midsummer Night's Dream","Comedy","play, before the duke: peradventure, to make it the more"
"14112","A Midsummer Night's Dream","Comedy","gracious, I shall sing it at her death."
"14113","A Midsummer Night's Dream","Comedy",""
"14114","A Midsummer Night's Dream","Comedy","[Exit.]"
"14115","A Midsummer Night's Dream","Comedy",""
"14116","A Midsummer Night's Dream","Comedy",""
"14117","A Midsummer Night's Dream","Comedy",""
"14118","A Midsummer Night's Dream","Comedy","SCENE II. Athens. A Room in QUINCE'S House."
"14119","A Midsummer Night's Dream","Comedy",""
"14120","A Midsummer Night's Dream","Comedy","[Enter QUINCE, FLUTE, SNOUT, and STARVELING.]"
"14121","A Midsummer Night's Dream","Comedy",""
"14122","A Midsummer Night's Dream","Comedy","QUINCE"
"14123","A Midsummer Night's Dream","Comedy","Have you sent to Bottom's house? is he come home yet?"
"14124","A Midsummer Night's Dream","Comedy",""
"14125","A Midsummer Night's Dream","Comedy","STARVELING"
"14126","A Midsummer Night's Dream","Comedy","He cannot be heard of. Out of doubt, he is transported."
"14127","A Midsummer Night's Dream","Comedy",""
"14128","A Midsummer Night's Dream","Comedy","FLUTE"
"14129","A Midsummer Night's Dream","Comedy","If he come not, then the play is marred; it goes not"
"14130","A Midsummer Night's Dream","Comedy","forward, doth it?"
"14131","A Midsummer Night's Dream","Comedy",""
"14132","A Midsummer Night's Dream","Comedy","QUINCE"
"14133","A Midsummer Night's Dream","Comedy","It is not possible: you have not a man in all Athens"
"14134","A Midsummer Night's Dream","Comedy","able to discharge Pyramus but he."
"14135","A Midsummer Night's Dream","Comedy",""
"14136","A Midsummer Night's Dream","Comedy","FLUTE"
"14137","A Midsummer Night's Dream","Comedy","No; he hath simply the best wit of any handicraft man in"
"14138","A Midsummer Night's Dream","Comedy","Athens."
"14139","A Midsummer Night's Dream","Comedy",""
"14140","A Midsummer Night's Dream","Comedy","QUINCE"
"14141","A Midsummer Night's Dream","Comedy","Yea, and the best person too: and he is a very paramour"
"14142","A Midsummer Night's Dream","Comedy","for a sweet voice."
"14143","A Midsummer Night's Dream","Comedy",""
"14144","A Midsummer Night's Dream","Comedy","FLUTE"
"14145","A Midsummer Night's Dream","Comedy","You must say paragon: a paramour is, God bless us, a thing of"
"14146","A Midsummer Night's Dream","Comedy","naught."
"14147","A Midsummer Night's Dream","Comedy",""
"14148","A Midsummer Night's Dream","Comedy","[Enter SNUG.]"
"14149","A Midsummer Night's Dream","Comedy",""
"14150","A Midsummer Night's Dream","Comedy","SNUG"
"14151","A Midsummer Night's Dream","Comedy","Masters, the duke is coming from the temple; and there is"
"14152","A Midsummer Night's Dream","Comedy","two or three lords and ladies more married: if our sport had gone"
"14153","A Midsummer Night's Dream","Comedy","forward, we had all been made men."
"14154","A Midsummer Night's Dream","Comedy",""
"14155","A Midsummer Night's Dream","Comedy","FLUTE"
"14156","A Midsummer Night's Dream","Comedy","O sweet bully Bottom! Thus hath he lost sixpence a day"
"14157","A Midsummer Night's Dream","Comedy","during his life; he could not have 'scaped sixpence a-day; an"
"14158","A Midsummer Night's Dream","Comedy","the duke had not given him sixpence a-day for playing Pyramus,"
"14159","A Midsummer Night's Dream","Comedy","I'll be hanged; he would have deserved it: sixpence a-day in"
"14160","A Midsummer Night's Dream","Comedy","Pyramus, or nothing."
"14161","A Midsummer Night's Dream","Comedy",""
"14162","A Midsummer Night's Dream","Comedy","[Enter BOTTOM.]"
"14163","A Midsummer Night's Dream","Comedy",""
"14164","A Midsummer Night's Dream","Comedy","BOTTOM"
"14165","A Midsummer Night's Dream","Comedy","Where are these lads? where are these hearts?"
"14166","A Midsummer Night's Dream","Comedy",""
"14167","A Midsummer Night's Dream","Comedy","QUINCE"
"14168","A Midsummer Night's Dream","Comedy","Bottom!--O most courageous day! O most happy hour!"
"14169","A Midsummer Night's Dream","Comedy",""
"14170","A Midsummer Night's Dream","Comedy","BOTTOM"
"14171","A Midsummer Night's Dream","Comedy","Masters, I am to discourse wonders: but ask me not"
"14172","A Midsummer Night's Dream","Comedy","what; for if I tell you, I am not true Athenian. I will tell you"
"14173","A Midsummer Night's Dream","Comedy","everything, right as it fell out."
"14174","A Midsummer Night's Dream","Comedy",""
"14175","A Midsummer Night's Dream","Comedy","QUINCE"
"14176","A Midsummer Night's Dream","Comedy","Let us hear, sweet Bottom."
"14177","A Midsummer Night's Dream","Comedy",""
"14178","A Midsummer Night's Dream","Comedy","BOTTOM"
"14179","A Midsummer Night's Dream","Comedy","Not a word of me. All that I will tell you is, that the"
"14180","A Midsummer Night's Dream","Comedy","duke hath dined. Get your apparel together; good strings to"
"14181","A Midsummer Night's Dream","Comedy","your beards, new ribbons to your pumps; meet presently at the"
"14182","A Midsummer Night's Dream","Comedy","palace; every man look over his part; for the short and the long"
"14183","A Midsummer Night's Dream","Comedy","is, our play is preferred. In any case, let Thisby have clean"
"14184","A Midsummer Night's Dream","Comedy","linen; and let not him that plays the lion pare his nails, for"
"14185","A Midsummer Night's Dream","Comedy","they shall hang out for the lion's claws. And, most dear actors,"
"14186","A Midsummer Night's Dream","Comedy","eat no onions nor garlick, for we are to utter sweet breath; and"
"14187","A Midsummer Night's Dream","Comedy","I do not doubt but to hear them say it is a sweet comedy. No more"
"14188","A Midsummer Night's Dream","Comedy","words: away! go; away!"
"14189","A Midsummer Night's Dream","Comedy",""
"14190","A Midsummer Night's Dream","Comedy","[Exeunt.]"
"14191","A Midsummer Night's Dream","Comedy",""
"14192","A Midsummer Night's Dream","Comedy",""
"14193","A Midsummer Night's Dream","Comedy",""
"14194","A Midsummer Night's Dream","Comedy","ACT V"
"14195","A Midsummer Night's Dream","Comedy",""
"14196","A Midsummer Night's Dream","Comedy","SCENE I. Athens. An Apartment in the Palace of THESEUS."
"14197","A Midsummer Night's Dream","Comedy",""
"14198","A Midsummer Night's Dream","Comedy","[Enter THESEUS, HIPPOLYTA, PHILOSTRATE, Lords, and Attendants.]"
"14199","A Midsummer Night's Dream","Comedy",""
"14200","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14201","A Midsummer Night's Dream","Comedy","'Tis strange, my Theseus, that these lovers speak of."
"14202","A Midsummer Night's Dream","Comedy",""
"14203","A Midsummer Night's Dream","Comedy","THESEUS"
"14204","A Midsummer Night's Dream","Comedy","More strange than true. I never may believe"
"14205","A Midsummer Night's Dream","Comedy","These antique fables, nor these fairy toys."
"14206","A Midsummer Night's Dream","Comedy","Lovers and madmen have such seething brains,"
"14207","A Midsummer Night's Dream","Comedy","Such shaping fantasies, that apprehend"
"14208","A Midsummer Night's Dream","Comedy","More than cool reason ever comprehends."
"14209","A Midsummer Night's Dream","Comedy","The lunatic, the lover, and the poet"
"14210","A Midsummer Night's Dream","Comedy","Are of imagination all compact:"
"14211","A Midsummer Night's Dream","Comedy","One sees more devils than vast hell can hold;"
"14212","A Midsummer Night's Dream","Comedy","That is the madman: the lover, all as frantic,"
"14213","A Midsummer Night's Dream","Comedy","Sees Helen's beauty in a brow of Egypt:"
"14214","A Midsummer Night's Dream","Comedy","The poet's eye, in a fine frenzy rolling,"
"14215","A Midsummer Night's Dream","Comedy","Doth glance from heaven to earth, from earth to heaven;"
"14216","A Midsummer Night's Dream","Comedy","And as imagination bodies forth"
"14217","A Midsummer Night's Dream","Comedy","The forms of things unknown, the poet's pen"
"14218","A Midsummer Night's Dream","Comedy","Turns them to shapes, and gives to airy nothing"
"14219","A Midsummer Night's Dream","Comedy","A local habitation and a name."
"14220","A Midsummer Night's Dream","Comedy","Such tricks hath strong imagination,"
"14221","A Midsummer Night's Dream","Comedy","That, if it would but apprehend some joy,"
"14222","A Midsummer Night's Dream","Comedy","It comprehends some bringer of that joy;"
"14223","A Midsummer Night's Dream","Comedy","Or in the night, imagining some fear,"
"14224","A Midsummer Night's Dream","Comedy","How easy is a bush supposed a bear?"
"14225","A Midsummer Night's Dream","Comedy",""
"14226","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14227","A Midsummer Night's Dream","Comedy","But all the story of the night told over,"
"14228","A Midsummer Night's Dream","Comedy","And all their minds transfigur'd so together,"
"14229","A Midsummer Night's Dream","Comedy","More witnesseth than fancy's images,"
"14230","A Midsummer Night's Dream","Comedy","And grows to something of great constancy;"
"14231","A Midsummer Night's Dream","Comedy","But, howsoever, strange and admirable."
"14232","A Midsummer Night's Dream","Comedy",""
"14233","A Midsummer Night's Dream","Comedy","[Enter LYSANDER, DEMETRIUS, HERMIA, and HELENA.]"
"14234","A Midsummer Night's Dream","Comedy",""
"14235","A Midsummer Night's Dream","Comedy","THESEUS"
"14236","A Midsummer Night's Dream","Comedy","Here come the lovers, full of joy and mirth.--"
"14237","A Midsummer Night's Dream","Comedy","Joy, gentle friends! joy and fresh days of love"
"14238","A Midsummer Night's Dream","Comedy","Accompany your hearts!"
"14239","A Midsummer Night's Dream","Comedy",""
"14240","A Midsummer Night's Dream","Comedy","LYSANDER"
"14241","A Midsummer Night's Dream","Comedy","                       More than to us"
"14242","A Midsummer Night's Dream","Comedy","Wait in your royal walks, your board, your bed!"
"14243","A Midsummer Night's Dream","Comedy",""
"14244","A Midsummer Night's Dream","Comedy","THESEUS"
"14245","A Midsummer Night's Dream","Comedy","Come now; what masques, what dances shall we have,"
"14246","A Midsummer Night's Dream","Comedy","To wear away this long age of three hours"
"14247","A Midsummer Night's Dream","Comedy","Between our after-supper and bed-time?"
"14248","A Midsummer Night's Dream","Comedy","Where is our usual manager of mirth?"
"14249","A Midsummer Night's Dream","Comedy","What revels are in hand? Is there no play"
"14250","A Midsummer Night's Dream","Comedy","To ease the anguish of a torturing hour?"
"14251","A Midsummer Night's Dream","Comedy","Call Philostrate."
"14252","A Midsummer Night's Dream","Comedy",""
"14253","A Midsummer Night's Dream","Comedy","PHILOSTRATE"
"14254","A Midsummer Night's Dream","Comedy","                  Here, mighty Theseus."
"14255","A Midsummer Night's Dream","Comedy",""
"14256","A Midsummer Night's Dream","Comedy","THESEUS"
"14257","A Midsummer Night's Dream","Comedy","Say, what abridgment have you for this evening?"
"14258","A Midsummer Night's Dream","Comedy","What masque? what music? How shall we beguile"
"14259","A Midsummer Night's Dream","Comedy","The lazy time, if not with some delight?"
"14260","A Midsummer Night's Dream","Comedy",""
"14261","A Midsummer Night's Dream","Comedy","PHILOSTRATE"
"14262","A Midsummer Night's Dream","Comedy","There is a brief how many sports are ripe;"
"14263","A Midsummer Night's Dream","Comedy","Make choice of which your highness will see first."
"14264","A Midsummer Night's Dream","Comedy",""
"14265","A Midsummer Night's Dream","Comedy","[Giving a paper.]"
"14266","A Midsummer Night's Dream","Comedy",""
"14267","A Midsummer Night's Dream","Comedy","THESEUS"
"14268","A Midsummer Night's Dream","Comedy","[Reads.]"
"14269","A Midsummer Night's Dream","Comedy","  'The battle with the Centaurs, to be sung"
"14270","A Midsummer Night's Dream","Comedy","  By an Athenian eunuch to the harp.'"
"14271","A Midsummer Night's Dream","Comedy","We'll none of that: that have I told my love,"
"14272","A Midsummer Night's Dream","Comedy","In glory of my kinsman Hercules."
"14273","A Midsummer Night's Dream","Comedy","  'The riot of the tipsy Bacchanals,"
"14274","A Midsummer Night's Dream","Comedy","  Tearing the Thracian singer in their rage.'"
"14275","A Midsummer Night's Dream","Comedy","That is an old device, and it was play'd"
"14276","A Midsummer Night's Dream","Comedy","When I from Thebes came last a conqueror."
"14277","A Midsummer Night's Dream","Comedy","  'The thrice three Muses mourning for the death"
"14278","A Midsummer Night's Dream","Comedy","  Of learning, late deceas'd in beggary.'"
"14279","A Midsummer Night's Dream","Comedy","That is some satire, keen and critical,"
"14280","A Midsummer Night's Dream","Comedy","Not sorting with a nuptial ceremony."
"14281","A Midsummer Night's Dream","Comedy","  'A tedious brief scene of young Pyramus"
"14282","A Midsummer Night's Dream","Comedy","  And his love Thisbe; very tragical mirth.'"
"14283","A Midsummer Night's Dream","Comedy","Merry and tragical! tedious and brief!"
"14284","A Midsummer Night's Dream","Comedy","That is hot ice and wondrous strange snow."
"14285","A Midsummer Night's Dream","Comedy","How shall we find the concord of this discord?"
"14286","A Midsummer Night's Dream","Comedy",""
"14287","A Midsummer Night's Dream","Comedy","PHILOSTRATE"
"14288","A Midsummer Night's Dream","Comedy","A play there is, my lord, some ten words long,"
"14289","A Midsummer Night's Dream","Comedy","Which is as brief as I have known a play;"
"14290","A Midsummer Night's Dream","Comedy","But by ten words, my lord, it is too long,"
"14291","A Midsummer Night's Dream","Comedy","Which makes it tedious: for in all the play"
"14292","A Midsummer Night's Dream","Comedy","There is not one word apt, one player fitted:"
"14293","A Midsummer Night's Dream","Comedy","And tragical, my noble lord, it is;"
"14294","A Midsummer Night's Dream","Comedy","For Pyramus therein doth kill himself:"
"14295","A Midsummer Night's Dream","Comedy","Which when I saw rehears'd, I must confess,"
"14296","A Midsummer Night's Dream","Comedy","Made mine eyes water; but more merry tears"
"14297","A Midsummer Night's Dream","Comedy","The passion of loud laughter never shed."
"14298","A Midsummer Night's Dream","Comedy",""
"14299","A Midsummer Night's Dream","Comedy","THESEUS"
"14300","A Midsummer Night's Dream","Comedy","What are they that do play it?"
"14301","A Midsummer Night's Dream","Comedy",""
"14302","A Midsummer Night's Dream","Comedy","PHILOSTRATE"
"14303","A Midsummer Night's Dream","Comedy","Hard-handed men that work in Athens here,"
"14304","A Midsummer Night's Dream","Comedy","Which never labour'd in their minds till now;"
"14305","A Midsummer Night's Dream","Comedy","And now have toil'd their unbreath'd memories"
"14306","A Midsummer Night's Dream","Comedy","With this same play against your nuptial."
"14307","A Midsummer Night's Dream","Comedy",""
"14308","A Midsummer Night's Dream","Comedy","THESEUS"
"14309","A Midsummer Night's Dream","Comedy","And we will hear it."
"14310","A Midsummer Night's Dream","Comedy",""
"14311","A Midsummer Night's Dream","Comedy","PHILOSTRATE"
"14312","A Midsummer Night's Dream","Comedy","                     No, my noble lord,"
"14313","A Midsummer Night's Dream","Comedy","It is not for you: I have heard it over,"
"14314","A Midsummer Night's Dream","Comedy","And it is nothing, nothing in the world;"
"14315","A Midsummer Night's Dream","Comedy","Unless you can find sport in their intents,"
"14316","A Midsummer Night's Dream","Comedy","Extremely stretch'd and conn'd with cruel pain,"
"14317","A Midsummer Night's Dream","Comedy","To do you service."
"14318","A Midsummer Night's Dream","Comedy",""
"14319","A Midsummer Night's Dream","Comedy","THESEUS"
"14320","A Midsummer Night's Dream","Comedy","                   I will hear that play;"
"14321","A Midsummer Night's Dream","Comedy","For never anything can be amiss"
"14322","A Midsummer Night's Dream","Comedy","When simpleness and duty tender it."
"14323","A Midsummer Night's Dream","Comedy","Go, bring them in: and take your places, ladies."
"14324","A Midsummer Night's Dream","Comedy",""
"14325","A Midsummer Night's Dream","Comedy","[Exit PHILOSTRATE.]"
"14326","A Midsummer Night's Dream","Comedy",""
"14327","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14328","A Midsummer Night's Dream","Comedy","I love not to see wretchedness o'er-charged,"
"14329","A Midsummer Night's Dream","Comedy","And duty in his service perishing."
"14330","A Midsummer Night's Dream","Comedy",""
"14331","A Midsummer Night's Dream","Comedy","THESEUS"
"14332","A Midsummer Night's Dream","Comedy","Why, gentle sweet, you shall see no such thing."
"14333","A Midsummer Night's Dream","Comedy",""
"14334","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14335","A Midsummer Night's Dream","Comedy","He says they can do nothing in this kind."
"14336","A Midsummer Night's Dream","Comedy",""
"14337","A Midsummer Night's Dream","Comedy","THESEUS"
"14338","A Midsummer Night's Dream","Comedy","The kinder we, to give them thanks for nothing."
"14339","A Midsummer Night's Dream","Comedy","Our sport shall be to take what they mistake:"
"14340","A Midsummer Night's Dream","Comedy","And what poor duty cannot do,"
"14341","A Midsummer Night's Dream","Comedy","Noble respect takes it in might, not merit."
"14342","A Midsummer Night's Dream","Comedy","Where I have come, great clerks have purposed"
"14343","A Midsummer Night's Dream","Comedy","To greet me with premeditated welcomes;"
"14344","A Midsummer Night's Dream","Comedy","Where I have seen them shiver and look pale,"
"14345","A Midsummer Night's Dream","Comedy","Make periods in the midst of sentences,"
"14346","A Midsummer Night's Dream","Comedy","Throttle their practis'd accent in their fears,"
"14347","A Midsummer Night's Dream","Comedy","And, in conclusion, dumbly have broke off,"
"14348","A Midsummer Night's Dream","Comedy","Not paying me a welcome. Trust me, sweet,"
"14349","A Midsummer Night's Dream","Comedy","Out of this silence yet I pick'd a welcome;"
"14350","A Midsummer Night's Dream","Comedy","And in the modesty of fearful duty"
"14351","A Midsummer Night's Dream","Comedy","I read as much as from the rattling tongue"
"14352","A Midsummer Night's Dream","Comedy","Of saucy and audacious eloquence."
"14353","A Midsummer Night's Dream","Comedy","Love, therefore, and tongue-tied simplicity"
"14354","A Midsummer Night's Dream","Comedy","In least speak most to my capacity."
"14355","A Midsummer Night's Dream","Comedy",""
"14356","A Midsummer Night's Dream","Comedy","[Enter PHILOSTRATE.]"
"14357","A Midsummer Night's Dream","Comedy",""
"14358","A Midsummer Night's Dream","Comedy","PHILOSTRATE"
"14359","A Midsummer Night's Dream","Comedy","So please your grace, the prologue is address'd."
"14360","A Midsummer Night's Dream","Comedy",""
"14361","A Midsummer Night's Dream","Comedy","THESEUS"
"14362","A Midsummer Night's Dream","Comedy","Let him approach."
"14363","A Midsummer Night's Dream","Comedy",""
"14364","A Midsummer Night's Dream","Comedy","[Flourish of trumpets. Enter PROLOGUE.]"
"14365","A Midsummer Night's Dream","Comedy",""
"14366","A Midsummer Night's Dream","Comedy","PROLOGUE"
"14367","A Midsummer Night's Dream","Comedy","'If we offend, it is with our good will."
"14368","A Midsummer Night's Dream","Comedy","  That you should think, we come not to offend,"
"14369","A Midsummer Night's Dream","Comedy","But with good will.  To show our simple skill,"
"14370","A Midsummer Night's Dream","Comedy","  That is the true beginning of our end."
"14371","A Midsummer Night's Dream","Comedy","Consider then, we come but in despite."
"14372","A Midsummer Night's Dream","Comedy","  We do not come, as minding to content you,"
"14373","A Midsummer Night's Dream","Comedy","Our true intent is.  All for your delight"
"14374","A Midsummer Night's Dream","Comedy","  We are not here.  That you should here repent you,"
"14375","A Midsummer Night's Dream","Comedy","The actors are at hand: and, by their show,"
"14376","A Midsummer Night's Dream","Comedy","You shall know all that you are like to know,'"
"14377","A Midsummer Night's Dream","Comedy",""
"14378","A Midsummer Night's Dream","Comedy","THESEUS"
"14379","A Midsummer Night's Dream","Comedy","This fellow doth not stand upon points."
"14380","A Midsummer Night's Dream","Comedy",""
"14381","A Midsummer Night's Dream","Comedy","LYSANDER"
"14382","A Midsummer Night's Dream","Comedy","He hath rid his prologue like a rough colt; he knows"
"14383","A Midsummer Night's Dream","Comedy","not the stop. A good moral, my lord: it is not enough to speak,"
"14384","A Midsummer Night's Dream","Comedy","but to speak true."
"14385","A Midsummer Night's Dream","Comedy",""
"14386","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14387","A Midsummer Night's Dream","Comedy","Indeed he hath played on this prologue like a child"
"14388","A Midsummer Night's Dream","Comedy","on a recorder; a sound, but not in government."
"14389","A Midsummer Night's Dream","Comedy",""
"14390","A Midsummer Night's Dream","Comedy","THESEUS"
"14391","A Midsummer Night's Dream","Comedy","His speech was like a tangled chain; nothing impaired, but all"
"14392","A Midsummer Night's Dream","Comedy","disordered. Who is next?"
"14393","A Midsummer Night's Dream","Comedy",""
"14394","A Midsummer Night's Dream","Comedy","[Enter PYRAMUS and THISBE, WALL, MOONSHINE, and LION, as in dumb"
"14395","A Midsummer Night's Dream","Comedy","show.]"
"14396","A Midsummer Night's Dream","Comedy",""
"14397","A Midsummer Night's Dream","Comedy","PROLOGUE"
"14398","A Midsummer Night's Dream","Comedy","Gentles, perchance you wonder at this show;"
"14399","A Midsummer Night's Dream","Comedy","  But wonder on, till truth make all things plain."
"14400","A Midsummer Night's Dream","Comedy","This man is Pyramus, if you would know;"
"14401","A Midsummer Night's Dream","Comedy","  This beauteous lady Thisby is certain."
"14402","A Midsummer Night's Dream","Comedy","This man, with lime and rough-cast, doth present"
"14403","A Midsummer Night's Dream","Comedy","  Wall, that vile Wall which did these lovers sunder;"
"14404","A Midsummer Night's Dream","Comedy","And through Wall's chink, poor souls, they are content"
"14405","A Midsummer Night's Dream","Comedy","  To whisper, at the which let no man wonder."
"14406","A Midsummer Night's Dream","Comedy","This man, with lanthorn, dog, and bush of thorn,"
"14407","A Midsummer Night's Dream","Comedy","  Presenteth Moonshine: for, if you will know,"
"14408","A Midsummer Night's Dream","Comedy","By moonshine did these lovers think no scorn"
"14409","A Midsummer Night's Dream","Comedy","  To meet at Ninus' tomb, there, there to woo."
"14410","A Midsummer Night's Dream","Comedy","This grisly beast, which by name Lion hight,"
"14411","A Midsummer Night's Dream","Comedy","The trusty Thisby, coming first by night,"
"14412","A Midsummer Night's Dream","Comedy","Did scare away, or rather did affright;"
"14413","A Midsummer Night's Dream","Comedy","And as she fled, her mantle she did fall;"
"14414","A Midsummer Night's Dream","Comedy","  Which Lion vile with bloody mouth did stain:"
"14415","A Midsummer Night's Dream","Comedy","Anon comes Pyramus, sweet youth, and tall,"
"14416","A Midsummer Night's Dream","Comedy","  And finds his trusty Thisby's mantle slain;"
