"","title","type","text"
"14417","A Midsummer Night's Dream","Comedy","Whereat with blade, with bloody blameful blade,"
"14418","A Midsummer Night's Dream","Comedy","  He bravely broach'd his boiling bloody breast;"
"14419","A Midsummer Night's Dream","Comedy","And Thisby, tarrying in mulberry shade,"
"14420","A Midsummer Night's Dream","Comedy","  His dagger drew, and died. For all the rest,"
"14421","A Midsummer Night's Dream","Comedy","Let Lion, Moonshine, Wall, and lovers twain,"
"14422","A Midsummer Night's Dream","Comedy","At large discourse while here they do remain."
"14423","A Midsummer Night's Dream","Comedy",""
"14424","A Midsummer Night's Dream","Comedy","[Exeunt PROLOGUE, THISBE, LION, and MOONSHINE.]"
"14425","A Midsummer Night's Dream","Comedy",""
"14426","A Midsummer Night's Dream","Comedy","THESEUS"
"14427","A Midsummer Night's Dream","Comedy","I wonder if the lion be to speak."
"14428","A Midsummer Night's Dream","Comedy",""
"14429","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14430","A Midsummer Night's Dream","Comedy","No wonder, my lord: one lion may, when many asses do."
"14431","A Midsummer Night's Dream","Comedy",""
"14432","A Midsummer Night's Dream","Comedy","WALL"
"14433","A Midsummer Night's Dream","Comedy","In this same interlude it doth befall"
"14434","A Midsummer Night's Dream","Comedy","That I, one Snout by name, present a wall:"
"14435","A Midsummer Night's Dream","Comedy","And such a wall as I would have you think"
"14436","A Midsummer Night's Dream","Comedy","That had in it a crannied hole or chink,"
"14437","A Midsummer Night's Dream","Comedy","Through which the lovers, Pyramus and Thisby,"
"14438","A Midsummer Night's Dream","Comedy","Did whisper often very secretly."
"14439","A Midsummer Night's Dream","Comedy","This loam, this rough-cast, and this stone, doth show"
"14440","A Midsummer Night's Dream","Comedy","That I am that same wall; the truth is so:"
"14441","A Midsummer Night's Dream","Comedy","And this the cranny is, right and sinister,"
"14442","A Midsummer Night's Dream","Comedy","Through which the fearful lovers are to whisper."
"14443","A Midsummer Night's Dream","Comedy",""
"14444","A Midsummer Night's Dream","Comedy","THESEUS"
"14445","A Midsummer Night's Dream","Comedy","Would you desire lime and hair to speak better?"
"14446","A Midsummer Night's Dream","Comedy",""
"14447","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14448","A Midsummer Night's Dream","Comedy","It is the wittiest partition that ever I heard"
"14449","A Midsummer Night's Dream","Comedy","discourse, my lord."
"14450","A Midsummer Night's Dream","Comedy",""
"14451","A Midsummer Night's Dream","Comedy","THESEUS"
"14452","A Midsummer Night's Dream","Comedy","Pyramus draws near the wall; silence."
"14453","A Midsummer Night's Dream","Comedy",""
"14454","A Midsummer Night's Dream","Comedy","[Enter PYRAMUS.]"
"14455","A Midsummer Night's Dream","Comedy",""
"14456","A Midsummer Night's Dream","Comedy","PYRAMUS"
"14457","A Midsummer Night's Dream","Comedy","O grim-look'd night! O night with hue so black!"
"14458","A Midsummer Night's Dream","Comedy","  O night, which ever art when day is not!"
"14459","A Midsummer Night's Dream","Comedy","O night, O night, alack, alack, alack,"
"14460","A Midsummer Night's Dream","Comedy"," I fear my Thisby's promise is forgot!--"
"14461","A Midsummer Night's Dream","Comedy","And thou, O wall, O sweet, O lovely wall,"
"14462","A Midsummer Night's Dream","Comedy"," That stand'st between her father's ground and mine;"
"14463","A Midsummer Night's Dream","Comedy","Thou wall, O wall, O sweet and lovely wall,"
"14464","A Midsummer Night's Dream","Comedy","  Show me thy chink, to blink through with mine eyne."
"14465","A Midsummer Night's Dream","Comedy",""
"14466","A Midsummer Night's Dream","Comedy","[WALL holds up his fingers.]"
"14467","A Midsummer Night's Dream","Comedy",""
"14468","A Midsummer Night's Dream","Comedy","Thanks, courteous wall: Jove shield thee well for this!"
"14469","A Midsummer Night's Dream","Comedy","  But what see what see I? No Thisby do I see."
"14470","A Midsummer Night's Dream","Comedy","O wicked wall, through whom I see no bliss,"
"14471","A Midsummer Night's Dream","Comedy","  Curs'd be thy stones for thus deceiving me!"
"14472","A Midsummer Night's Dream","Comedy",""
"14473","A Midsummer Night's Dream","Comedy","THESEUS"
"14474","A Midsummer Night's Dream","Comedy","The wall, methinks, being sensible, should curse again."
"14475","A Midsummer Night's Dream","Comedy",""
"14476","A Midsummer Night's Dream","Comedy","PYRAMUS"
"14477","A Midsummer Night's Dream","Comedy","No, in truth, sir, he should not. 'Deceiving me' is"
"14478","A Midsummer Night's Dream","Comedy","Thisby's cue: she is to enter now, and I am to spy her through"
"14479","A Midsummer Night's Dream","Comedy","the wall. You shall see it will fall pat as I told you.--Yonder"
"14480","A Midsummer Night's Dream","Comedy","she comes."
"14481","A Midsummer Night's Dream","Comedy",""
"14482","A Midsummer Night's Dream","Comedy","[Enter THISBE.]"
"14483","A Midsummer Night's Dream","Comedy",""
"14484","A Midsummer Night's Dream","Comedy","THISBE"
"14485","A Midsummer Night's Dream","Comedy","O wall, full often hast thou heard my moans,"
"14486","A Midsummer Night's Dream","Comedy","  For parting my fair Pyramus and me:"
"14487","A Midsummer Night's Dream","Comedy","My cherry lips have often kiss'd thy stones:"
"14488","A Midsummer Night's Dream","Comedy","  Thy stones with lime and hair knit up in thee."
"14489","A Midsummer Night's Dream","Comedy",""
"14490","A Midsummer Night's Dream","Comedy","PYRAMUS"
"14491","A Midsummer Night's Dream","Comedy","I see a voice; now will I to the chink,"
"14492","A Midsummer Night's Dream","Comedy","To spy an I can hear my Thisby's face."
"14493","A Midsummer Night's Dream","Comedy","Thisby!"
"14494","A Midsummer Night's Dream","Comedy",""
"14495","A Midsummer Night's Dream","Comedy","THISBE"
"14496","A Midsummer Night's Dream","Comedy","        My love! thou art my love, I think."
"14497","A Midsummer Night's Dream","Comedy",""
"14498","A Midsummer Night's Dream","Comedy","PYRAMUS"
"14499","A Midsummer Night's Dream","Comedy","Think what thou wilt, I am thy lover's grace;"
"14500","A Midsummer Night's Dream","Comedy","And like Limander am I trusty still."
"14501","A Midsummer Night's Dream","Comedy",""
"14502","A Midsummer Night's Dream","Comedy","THISBE"
"14503","A Midsummer Night's Dream","Comedy","And I like Helen, till the fates me kill."
"14504","A Midsummer Night's Dream","Comedy",""
"14505","A Midsummer Night's Dream","Comedy","PYRAMUS"
"14506","A Midsummer Night's Dream","Comedy","Not Shafalus to Procrus was so true."
"14507","A Midsummer Night's Dream","Comedy",""
"14508","A Midsummer Night's Dream","Comedy","THISBE"
"14509","A Midsummer Night's Dream","Comedy","As Shafalus to Procrus, I to you."
"14510","A Midsummer Night's Dream","Comedy",""
"14511","A Midsummer Night's Dream","Comedy","PYRAMUS"
"14512","A Midsummer Night's Dream","Comedy","O, kiss me through the hole of this vile wall."
"14513","A Midsummer Night's Dream","Comedy",""
"14514","A Midsummer Night's Dream","Comedy","THISBE"
"14515","A Midsummer Night's Dream","Comedy","I kiss the wall's hole, not your lips at all."
"14516","A Midsummer Night's Dream","Comedy",""
"14517","A Midsummer Night's Dream","Comedy","PYRAMUS"
"14518","A Midsummer Night's Dream","Comedy","Wilt thou at Ninny's tomb meet me straightway?"
"14519","A Midsummer Night's Dream","Comedy",""
"14520","A Midsummer Night's Dream","Comedy","THISBE"
"14521","A Midsummer Night's Dream","Comedy","'Tide life, 'tide death, I come without delay."
"14522","A Midsummer Night's Dream","Comedy",""
"14523","A Midsummer Night's Dream","Comedy","WALL"
"14524","A Midsummer Night's Dream","Comedy","Thus have I, wall, my part discharged so;"
"14525","A Midsummer Night's Dream","Comedy","And, being done, thus Wall away doth go."
"14526","A Midsummer Night's Dream","Comedy",""
"14527","A Midsummer Night's Dream","Comedy","[Exeunt WALL, PYRAMUS and THISBE.]"
"14528","A Midsummer Night's Dream","Comedy",""
"14529","A Midsummer Night's Dream","Comedy","THESEUS"
"14530","A Midsummer Night's Dream","Comedy","Now is the mural down between the two neighbours."
"14531","A Midsummer Night's Dream","Comedy",""
"14532","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14533","A Midsummer Night's Dream","Comedy","No remedy, my lord, when walls are so wilful to hear"
"14534","A Midsummer Night's Dream","Comedy","without warning."
"14535","A Midsummer Night's Dream","Comedy",""
"14536","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14537","A Midsummer Night's Dream","Comedy","This is the silliest stuff that ever I heard."
"14538","A Midsummer Night's Dream","Comedy",""
"14539","A Midsummer Night's Dream","Comedy","THESEUS"
"14540","A Midsummer Night's Dream","Comedy","The best in this kind are but shadows; and the worst"
"14541","A Midsummer Night's Dream","Comedy","are no worse, if imagination amend them."
"14542","A Midsummer Night's Dream","Comedy",""
"14543","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14544","A Midsummer Night's Dream","Comedy","It must be your imagination then, and not theirs."
"14545","A Midsummer Night's Dream","Comedy",""
"14546","A Midsummer Night's Dream","Comedy","THESEUS"
"14547","A Midsummer Night's Dream","Comedy","If we imagine no worse of them than they of"
"14548","A Midsummer Night's Dream","Comedy","themselves, they may pass for excellent men."
"14549","A Midsummer Night's Dream","Comedy","Here come two noble beasts in, a moon and a lion."
"14550","A Midsummer Night's Dream","Comedy",""
"14551","A Midsummer Night's Dream","Comedy","[Enter LION and MOONSHINE.]"
"14552","A Midsummer Night's Dream","Comedy",""
"14553","A Midsummer Night's Dream","Comedy","LION"
"14554","A Midsummer Night's Dream","Comedy","You, ladies, you, whose gentle hearts do fear"
"14555","A Midsummer Night's Dream","Comedy","  The smallest monstrous mouse that creeps on floor,"
"14556","A Midsummer Night's Dream","Comedy","May now, perchance, both quake and tremble here,"
"14557","A Midsummer Night's Dream","Comedy","  When lion rough in wildest rage doth roar."
"14558","A Midsummer Night's Dream","Comedy","Then know that I, one Snug the joiner, am"
"14559","A Midsummer Night's Dream","Comedy","A lion fell, nor else no lion's dam:"
"14560","A Midsummer Night's Dream","Comedy","For, if I should as lion come in strife"
"14561","A Midsummer Night's Dream","Comedy","Into this place, 'twere pity on my life."
"14562","A Midsummer Night's Dream","Comedy",""
"14563","A Midsummer Night's Dream","Comedy","THESEUS"
"14564","A Midsummer Night's Dream","Comedy","A very gentle beast, and of a good conscience."
"14565","A Midsummer Night's Dream","Comedy",""
"14566","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14567","A Midsummer Night's Dream","Comedy","The very best at a beast, my lord, that e'er I saw."
"14568","A Midsummer Night's Dream","Comedy",""
"14569","A Midsummer Night's Dream","Comedy","LYSANDER"
"14570","A Midsummer Night's Dream","Comedy","This lion is a very fox for his valour."
"14571","A Midsummer Night's Dream","Comedy",""
"14572","A Midsummer Night's Dream","Comedy","THESEUS"
"14573","A Midsummer Night's Dream","Comedy","True; and a goose for his discretion."
"14574","A Midsummer Night's Dream","Comedy",""
"14575","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14576","A Midsummer Night's Dream","Comedy","Not so, my lord; for his valour cannot carry his"
"14577","A Midsummer Night's Dream","Comedy","discretion, and the fox carries the goose."
"14578","A Midsummer Night's Dream","Comedy",""
"14579","A Midsummer Night's Dream","Comedy","THESEUS"
"14580","A Midsummer Night's Dream","Comedy","His discretion, I am sure, cannot carry his valour;"
"14581","A Midsummer Night's Dream","Comedy","for the goose carries not the fox. It is well; leave it to his"
"14582","A Midsummer Night's Dream","Comedy","discretion, and let us listen to the moon."
"14583","A Midsummer Night's Dream","Comedy",""
"14584","A Midsummer Night's Dream","Comedy","MOONSHINE"
"14585","A Midsummer Night's Dream","Comedy","This lanthorn doth the horned moon present:"
"14586","A Midsummer Night's Dream","Comedy",""
"14587","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14588","A Midsummer Night's Dream","Comedy","He should have worn the horns on his head."
"14589","A Midsummer Night's Dream","Comedy",""
"14590","A Midsummer Night's Dream","Comedy","THESEUS"
"14591","A Midsummer Night's Dream","Comedy","He is no crescent, and his horns are invisible within"
"14592","A Midsummer Night's Dream","Comedy","the circumference."
"14593","A Midsummer Night's Dream","Comedy",""
"14594","A Midsummer Night's Dream","Comedy","MOONSHINE"
"14595","A Midsummer Night's Dream","Comedy","This lanthorn doth the horned moon present;"
"14596","A Midsummer Night's Dream","Comedy","Myself the man i' the moon do seem to be."
"14597","A Midsummer Night's Dream","Comedy",""
"14598","A Midsummer Night's Dream","Comedy","THESEUS"
"14599","A Midsummer Night's Dream","Comedy","This is the greatest error of all the rest: the man should be"
"14600","A Midsummer Night's Dream","Comedy","put into the lantern. How is it else the man i' the moon?"
"14601","A Midsummer Night's Dream","Comedy",""
"14602","A Midsummer Night's Dream","Comedy","DEMETRIUS"
"14603","A Midsummer Night's Dream","Comedy","He dares not come there for the candle: for, you"
"14604","A Midsummer Night's Dream","Comedy","see, it is already in snuff."
"14605","A Midsummer Night's Dream","Comedy",""
"14606","A Midsummer Night's Dream","Comedy","HIPPOLYTA"
"14607","A Midsummer Night's Dream","Comedy","I am aweary of this moon: would he would change!"
"14608","A Midsummer Night's Dream","Comedy",""
"14609","A Midsummer Night's Dream","Comedy","THESEUS"
"14610","A Midsummer Night's Dream","Comedy","It appears, by his small light of discretion, that he"
"14611","A Midsummer Night's Dream","Comedy","is in the wane: but yet, in courtesy, in all reason, we must"
"14612","A Midsummer Night's Dream","Comedy","stay the time."
"14613","A Midsummer Night's Dream","Comedy",""
"14614","A Midsummer Night's Dream","Comedy","LYSANDER"
